"Time","{instance=""rabbitmq:15692"", job=""rabbitmq""}","{instance=""rabbitmq:15692"", job=""rabbitmq""}","B {instance=""rabbitmq:15692"", job=""rabbitmq""}"
2025-04-07 20:13:00,0,0,NaN
2025-04-07 20:13:01,0,0,NaN
2025-04-07 20:13:02,0,0,NaN
2025-04-07 20:13:03,0,0,NaN
2025-04-07 20:13:04,0,0,NaN
2025-04-07 20:13:05,0,0,NaN
2025-04-07 20:13:06,0,0,NaN
2025-04-07 20:13:07,0,0,NaN
2025-04-07 20:13:08,0,0,NaN
2025-04-07 20:13:09,0,0,NaN
2025-04-07 20:13:10,0,0,NaN
2025-04-07 20:13:11,0,0,NaN
2025-04-07 20:13:12,0,0,NaN
2025-04-07 20:13:13,0,0,NaN
2025-04-07 20:13:14,0,0,NaN
2025-04-07 20:13:15,0,0,NaN
2025-04-07 20:13:16,0,0,NaN
2025-04-07 20:13:17,0,0,NaN
2025-04-07 20:13:18,0,0,NaN
2025-04-07 20:13:19,0,0,NaN
2025-04-07 20:13:20,0,0,NaN
2025-04-07 20:13:21,0,0,NaN
2025-04-07 20:13:22,0,0,NaN
2025-04-07 20:13:23,0,0,NaN
2025-04-07 20:13:24,0.0337,0,∞
2025-04-07 20:13:25,0.0343,0,∞
2025-04-07 20:13:26,0.0350,0,∞
2025-04-07 20:13:27,0.0356,0,∞
2025-04-07 20:13:28,0.0362,0,∞
2025-04-07 20:13:29,0.0844,0,∞
2025-04-07 20:13:30,0.0859,0,∞
2025-04-07 20:13:31,0.0874,0,∞
2025-04-07 20:13:32,0.0889,0,∞
2025-04-07 20:13:33,0.0904,0,∞
2025-04-07 20:13:34,0.304,0,∞
2025-04-07 20:13:35,0.309,0,∞
2025-04-07 20:13:36,0.315,0,∞
2025-04-07 20:13:37,0.320,0,∞
2025-04-07 20:13:38,0.326,0,∞
2025-04-07 20:13:39,0.777,0,∞
2025-04-07 20:13:40,0.791,0,∞
2025-04-07 20:13:41,0.804,0,∞
2025-04-07 20:13:42,0.818,0,∞
2025-04-07 20:13:43,0.832,0,∞
2025-04-07 20:13:44,1.47,0,∞
2025-04-07 20:13:45,1.50,0,∞
2025-04-07 20:13:46,1.52,0,∞
2025-04-07 20:13:47,1.55,0,∞
2025-04-07 20:13:48,1.57,0,∞
2025-04-07 20:13:49,2.43,0,∞
2025-04-07 20:13:50,2.47,0,∞
2025-04-07 20:13:51,2.52,0,∞
2025-04-07 20:13:52,2.56,0,∞
2025-04-07 20:13:53,2.61,0,∞
2025-04-07 20:13:54,3.58,0,∞
2025-04-07 20:13:55,3.64,0,∞
2025-04-07 20:13:56,3.71,0,∞
2025-04-07 20:13:57,3.77,0,∞
2025-04-07 20:13:58,3.84,0,∞
2025-04-07 20:13:59,4.96,0,∞
2025-04-07 20:14:00,5.05,0,∞
2025-04-07 20:14:01,5.14,0,∞
2025-04-07 20:14:02,5.23,0,∞
2025-04-07 20:14:03,5.32,0,∞
2025-04-07 20:14:04,6.50,0,∞
2025-04-07 20:14:05,6.62,0,∞
2025-04-07 20:14:06,6.73,0,∞
2025-04-07 20:14:07,6.85,0,∞
2025-04-07 20:14:08,6.97,0,∞
2025-04-07 20:14:09,8.24,0,∞
2025-04-07 20:14:10,8.39,0,∞
2025-04-07 20:14:11,8.53,0,∞
2025-04-07 20:14:12,8.68,0,∞
2025-04-07 20:14:13,8.83,0,∞
2025-04-07 20:14:14,9.89,0,∞
2025-04-07 20:14:15,10.1,0,∞
2025-04-07 20:14:16,10.2,0,∞
2025-04-07 20:14:17,10.4,0,∞
2025-04-07 20:14:18,10.6,0,∞
2025-04-07 20:14:19,11.6,0,∞
2025-04-07 20:14:20,11.8,0,∞
2025-04-07 20:14:21,12.0,0,∞
2025-04-07 20:14:22,12.2,0,∞
2025-04-07 20:14:23,12.4,0,∞
2025-04-07 20:14:24,22.8,0,∞
2025-04-07 20:14:25,23.2,0,∞
2025-04-07 20:14:26,23.6,0,∞
2025-04-07 20:14:27,24.0,0,∞
2025-04-07 20:14:28,24.4,0,∞
2025-04-07 20:14:29,33.6,0,∞
2025-04-07 20:14:30,34.2,0,∞
2025-04-07 20:14:31,34.8,0,∞
2025-04-07 20:14:32,35.4,0,∞
2025-04-07 20:14:33,35.9,0,∞
2025-04-07 20:14:34,44.2,0,∞
2025-04-07 20:14:35,44.9,0,∞
2025-04-07 20:14:36,45.7,0,∞
2025-04-07 20:14:37,46.5,0,∞
2025-04-07 20:14:38,46.7,0,∞
2025-04-07 20:14:39,54.4,0,∞
2025-04-07 20:14:40,55.3,0,∞
2025-04-07 20:14:41,56.3,0,∞
2025-04-07 20:14:42,57.0,0,∞
2025-04-07 20:14:43,57.0,0,∞
2025-04-07 20:14:44,64.2,0,∞
2025-04-07 20:14:45,65.3,0,∞
2025-04-07 20:14:46,66.4,0,∞
2025-04-07 20:14:47,66.5,0,∞
2025-04-07 20:14:48,66.5,0,∞
2025-04-07 20:14:49,73.6,0,∞
2025-04-07 20:14:50,74.9,0,∞
2025-04-07 20:14:51,75.4,0,∞
2025-04-07 20:14:52,75.4,0,∞
2025-04-07 20:14:53,75.4,0,∞
2025-04-07 20:14:54,82.6,0,∞
2025-04-07 20:14:55,83.7,0,∞
2025-04-07 20:14:56,83.7,0,∞
2025-04-07 20:14:57,83.7,0,∞
2025-04-07 20:14:58,83.7,0,∞
2025-04-07 20:14:59,91.4,0,∞
2025-04-07 20:15:00,91.6,0,∞
2025-04-07 20:15:01,91.6,0,∞
2025-04-07 20:15:02,91.6,0,∞
2025-04-07 20:15:03,91.6,0,∞
2025-04-07 20:15:04,98.8,0,∞
2025-04-07 20:15:05,98.8,0,∞
2025-04-07 20:15:06,98.8,0,∞
2025-04-07 20:15:07,98.8,0,∞
2025-04-07 20:15:08,98.8,0,∞
2025-04-07 20:15:09,106,0,∞
2025-04-07 20:15:10,106,0,∞
2025-04-07 20:15:11,106,0,∞
2025-04-07 20:15:12,106,0,∞
2025-04-07 20:15:13,106,0,∞
2025-04-07 20:15:14,112,0,∞
2025-04-07 20:15:15,112,0,∞
2025-04-07 20:15:16,112,0,∞
2025-04-07 20:15:17,112,0,∞
2025-04-07 20:15:18,112,0,∞
2025-04-07 20:15:19,108,0,∞
2025-04-07 20:15:20,108,0,∞
2025-04-07 20:15:21,108,0,∞
2025-04-07 20:15:22,108,0,∞
2025-04-07 20:15:23,108,0,∞
2025-04-07 20:15:24,104,0,∞
2025-04-07 20:15:25,104,0,∞
2025-04-07 20:15:26,104,0,∞
2025-04-07 20:15:27,104,0,∞
2025-04-07 20:15:28,104,0,∞
2025-04-07 20:15:29,99.8,0,∞
2025-04-07 20:15:30,99.8,0,∞
2025-04-07 20:15:31,99.8,0,∞
2025-04-07 20:15:32,99.8,0,∞
2025-04-07 20:15:33,99.8,0,∞
2025-04-07 20:15:34,95.6,0,∞
2025-04-07 20:15:35,95.6,0,∞
2025-04-07 20:15:36,95.6,0,∞
2025-04-07 20:15:37,95.6,0,∞
2025-04-07 20:15:38,95.6,0,∞
2025-04-07 20:15:39,91.5,0,∞
2025-04-07 20:15:40,91.5,0,∞
2025-04-07 20:15:41,91.5,0,∞
2025-04-07 20:15:42,91.5,0,∞
2025-04-07 20:15:43,91.5,0,∞
2025-04-07 20:15:44,87.3,0,∞
2025-04-07 20:15:45,87.3,0,∞
2025-04-07 20:15:46,87.3,0,∞
2025-04-07 20:15:47,87.3,0,∞
2025-04-07 20:15:48,87.3,0,∞
2025-04-07 20:15:49,83.2,0,∞
2025-04-07 20:15:50,83.2,0,∞
2025-04-07 20:15:51,83.2,0,∞
2025-04-07 20:15:52,83.2,0,∞
2025-04-07 20:15:53,83.2,0,∞
2025-04-07 20:15:54,73.7,0,∞
2025-04-07 20:15:55,73.7,0,∞
2025-04-07 20:15:56,73.7,0,∞
2025-04-07 20:15:57,73.7,0,∞
2025-04-07 20:15:58,73.7,0,∞
2025-04-07 20:15:59,69.9,0,∞
2025-04-07 20:16:00,69.9,0,∞
2025-04-07 20:16:01,69.9,0,∞
2025-04-07 20:16:02,69.9,0,∞
2025-04-07 20:16:03,69.9,0,∞
2025-04-07 20:16:04,66.2,0,∞
2025-04-07 20:16:05,66.2,0,∞
2025-04-07 20:16:06,66.2,0,∞
2025-04-07 20:16:07,66.2,0,∞
2025-04-07 20:16:08,66.2,0,∞
2025-04-07 20:16:09,62.4,0,∞
2025-04-07 20:16:10,62.4,0,∞
2025-04-07 20:16:11,62.4,0,∞
2025-04-07 20:16:12,62.4,0,∞
2025-04-07 20:16:13,62.4,0,∞
2025-04-07 20:16:14,58.6,0,∞
2025-04-07 20:16:15,58.6,0,∞
2025-04-07 20:16:16,58.6,0,∞
2025-04-07 20:16:17,58.6,0,∞
2025-04-07 20:16:18,58.6,0,∞
2025-04-07 20:16:19,54.9,0,∞
2025-04-07 20:16:20,54.9,0,∞
2025-04-07 20:16:21,54.9,0,∞
2025-04-07 20:16:22,54.9,0,∞
2025-04-07 20:16:23,54.9,0,∞
2025-04-07 20:16:24,51.3,0,∞
2025-04-07 20:16:25,51.3,0,∞
2025-04-07 20:16:26,51.3,0,∞
2025-04-07 20:16:27,51.3,0,∞
2025-04-07 20:16:28,51.3,0,∞
2025-04-07 20:16:29,47.6,0,∞
2025-04-07 20:16:30,47.6,0,∞
2025-04-07 20:16:31,47.6,0,∞
2025-04-07 20:16:32,47.6,0,∞
2025-04-07 20:16:33,47.6,0,∞
2025-04-07 20:16:34,43.9,0,∞
2025-04-07 20:16:35,43.9,0,∞
2025-04-07 20:16:36,43.9,0,∞
2025-04-07 20:16:37,43.9,0,∞
2025-04-07 20:16:38,43.9,0,∞
2025-04-07 20:16:39,40.3,0,∞
2025-04-07 20:16:40,40.3,0,∞
2025-04-07 20:16:41,40.3,0,∞
2025-04-07 20:16:42,40.3,0,∞
2025-04-07 20:16:43,40.3,0,∞
2025-04-07 20:16:44,36.6,0,∞
2025-04-07 20:16:45,36.6,0,∞
2025-04-07 20:16:46,36.6,0,∞
2025-04-07 20:16:47,36.6,0,∞
2025-04-07 20:16:48,36.6,0,∞
2025-04-07 20:16:49,38.2,0,∞
2025-04-07 20:16:50,38.2,0,∞
2025-04-07 20:16:51,38.2,0,∞
2025-04-07 20:16:52,38.2,0,∞
2025-04-07 20:16:53,38.2,0,∞
2025-04-07 20:16:54,34.1,0,∞
2025-04-07 20:16:55,34.1,0,∞
2025-04-07 20:16:56,34.1,0,∞
2025-04-07 20:16:57,34.1,0,∞
2025-04-07 20:16:58,34.1,0,∞
2025-04-07 20:16:59,30.1,0,∞
2025-04-07 20:17:00,30.1,0,∞
2025-04-07 20:17:01,30.1,0,∞
2025-04-07 20:17:02,30.1,0,∞
2025-04-07 20:17:03,30.1,0,∞
2025-04-07 20:17:04,26.1,0,∞
2025-04-07 20:17:05,26.1,0,∞
2025-04-07 20:17:06,26.1,0,∞
2025-04-07 20:17:07,26.1,0,∞
2025-04-07 20:17:08,26.1,0,∞
2025-04-07 20:17:09,22.2,0,∞
2025-04-07 20:17:10,22.2,0,∞
2025-04-07 20:17:11,22.2,0,∞
2025-04-07 20:17:12,22.2,0,∞
2025-04-07 20:17:13,22.2,0,∞
2025-04-07 20:17:14,18.4,0,∞
2025-04-07 20:17:15,18.4,0,∞
2025-04-07 20:17:16,18.4,0,∞
2025-04-07 20:17:17,18.4,0,∞
2025-04-07 20:17:18,18.4,0,∞
2025-04-07 20:17:19,14.9,0,∞
2025-04-07 20:17:20,14.9,0,∞
2025-04-07 20:17:21,14.9,0,∞
2025-04-07 20:17:22,14.9,0,∞
2025-04-07 20:17:23,14.9,0,∞
2025-04-07 20:17:24,11.7,0,∞
2025-04-07 20:17:25,11.7,0,∞
2025-04-07 20:17:26,11.7,0,∞
2025-04-07 20:17:27,11.7,0,∞
2025-04-07 20:17:28,11.7,0,∞
2025-04-07 20:17:29,9.00,0,∞
2025-04-07 20:17:30,9.00,0,∞
2025-04-07 20:17:31,9.00,0,∞
2025-04-07 20:17:32,9.00,0,∞
2025-04-07 20:17:33,9.00,0,∞
2025-04-07 20:17:34,6.64,0,∞
2025-04-07 20:17:35,6.64,0,∞
2025-04-07 20:17:36,6.64,0,∞
2025-04-07 20:17:37,6.64,0,∞
2025-04-07 20:17:38,6.64,0,∞
2025-04-07 20:17:39,4.65,0,∞
2025-04-07 20:17:40,4.65,0,∞
2025-04-07 20:17:41,4.65,0,∞
2025-04-07 20:17:42,4.65,0,∞
2025-04-07 20:17:43,4.65,0,∞
2025-04-07 20:17:44,3.05,0,∞
2025-04-07 20:17:45,3.05,0,∞
2025-04-07 20:17:46,3.05,0,∞
2025-04-07 20:17:47,3.05,0,∞
2025-04-07 20:17:48,3.05,0,∞
2025-04-07 20:17:49,1.82,0,∞
2025-04-07 20:17:50,1.82,0,∞
2025-04-07 20:17:51,1.82,0,∞
2025-04-07 20:17:52,1.82,0,∞
2025-04-07 20:17:53,1.82,0,∞
2025-04-07 20:17:54,0.891,0,∞
2025-04-07 20:17:55,0.891,0,∞
2025-04-07 20:17:56,0.891,0,∞
2025-04-07 20:17:57,0.891,0,∞
2025-04-07 20:17:58,0.891,0,∞
2025-04-07 20:17:59,0.309,0,∞
2025-04-07 20:18:00,0.309,0,∞